Date,Adj_Close,High,Low,Open,Volume,Daily_Return,MA_20,MA_50,Volatility_20D,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_MA_20
2025-11-03,25.252132415771484,25.311362848272328,25.03495290800073,25.291620626039713,12016152,-0.23400874906672753,,,,66.53388171593565,,,,
2025-11-04,25.429826736450195,25.568031712783114,25.27187765409784,25.27187765409784,14149103,0.7036804565769161,,,,65.99196490591305,,,,
2025-11-05,25.27187728881836,25.429826368887724,25.094184103014936,25.41008226315366,8288370,-0.6211188509807508,,,,56.52177200196572,,,,
2025-11-06,25.508800506591797,25.508800506591797,25.252132784801912,25.271876890224565,5885689,0.9374974999513119,25.124292659759522,,,64.16667069190653,25.124292659759522,26.047655665654872,24.200929653864172,13638171.95
2025-11-09,25.370595932006836,25.528545012060135,25.23238907478403,25.508800906328084,3802359,-0.5417917418313989,25.183523654937744,,1.0391673124007477,63.11479304184774,25.183523654937744,25.999148359480067,24.36789895039542,13305190.1
2025-11-10,25.607519149780273,25.607519149780273,25.232388678371002,25.35085142800065,10353282,0.9338496360447701,25.24324827194214,,1.0389948324316591,66.91730907099364,25.24324827194214,25.993640951210253,24.492855592674026,13342609.8
2025-11-11,25.607519149780273,25.64700547772247,25.489056400150627,25.56803093893655,9107830,0.0,25.301985645294188,,1.039820947842206,48.83724848800741,25.301985645294188,25.963959243503627,24.64001204708475,13264948.95
2025-11-12,25.627262115478516,25.627262115478516,25.50880124531509,25.568031680396803,6817714,0.07709831468938333,25.350851249694824,,1.0289516048924934,53.08637263554613,25.350851249694824,25.95162099308464,24.75008150630501,12843924.3
2025-11-13,25.528545379638672,25.56803170876977,25.331108085278423,25.528545379638672,9099923,-0.3852020375606946,25.378492450714113,,1.0014037980449477,53.7500588692041,25.378492450714113,25.9570500766404,24.799934824787826,12077473.45
2025-11-16,25.252132415771484,25.508800133810468,25.054695130233345,25.508800133810468,7223219,-1.0827603365433092,25.399223232269286,,1.0266568146159918,43.95603695647328,25.399223232269286,25.92331227292772,24.87513419161085,11914401.8
2025-11-17,25.508800506591797,25.54828683453557,25.21264645685814,25.252132784801912,14688948,1.016421451441496,25.4377233505249,,1.0400796123710412,49.00003477803883,25.4377233505249,25.8609639759867,25.014482725063104,12249248.0
2025-11-18,25.84000015258789,25.84000015258789,25.399999618530273,25.399999618530273,11332917,1.2983740490287277,25.493770599365234,,1.068724996152297,55.56525376722217,25.493770599365234,25.795832557625598,25.19170864110487,12462751.9
2025-11-19,25.899999618530273,25.959999084472656,25.81999969482422,25.84000015258789,13481430,0.23219607425728483,25.50642032623291,,0.6744952751982257,57.19688417716756,25.50642032623291,25.853358110518165,25.159482541947654,11043112.2
2025-11-20,25.780000686645508,25.8799991607666,25.639999389648438,25.860000610351562,6688965,-0.46331634614740214,25.51899309158325,,0.6745526555677652,60.7997686212835,25.51899309158325,25.886898365812424,25.151087817354078,9923582.4
2025-11-23,25.600000381469727,25.739999771118164,25.579999923706055,25.700000762939453,4383237,-0.6982168362354768,25.52848901748657,,0.6859032789045315,57.593931616600614,25.52848901748657,25.894356394822207,25.162621640150935,9770542.35
2025-11-24,25.239999771118164,25.600000381469727,25.059999465942383,25.579999923706055,23899162,-1.4062523632309976,25.517023372650147,,0.7559258036878412,46.16160712357339,25.517023372650147,25.904437183567698,25.129609561732597,10412669.65
2025-11-25,24.56999969482422,25.200000762939453,24.559999465942383,25.18000030517578,10470096,-2.654516966599252,25.468109035491942,,0.9491257985109037,38.242432375438526,25.468109035491942,26.04136366959848,24.894854401385405,10187698.05
2025-11-26,24.530000686645508,24.649999618530273,24.469999313354492,24.56999969482422,13825620,-0.16279612810551347,25.41522035598755,,0.9456959677776322,32.445361219721605,25.41522035598755,26.121691559194254,24.708749152780847,10525673.3
2025-11-27,24.6299991607666,24.690000534057617,24.440000534057617,24.530000686645508,6887653,0.40765785292267154,25.36831874847412,,0.9553526739333207,36.532941550234675,25.36831874847412,26.15236471064139,24.58427278630685,10051327.7
2025-11-30,24.540000915527344,24.700000762939453,24.530000686645508,24.6299991607666,2677592,-0.36540092694203885,25.329750633239748,,0.9369469467894116,29.492379723329393,25.329750633239748,26.197060429913527,24.462440836565968,9753963.05
2025-12-01,24.329999923706055,24.540000915527344,24.25,24.540000915527344,9508007,-0.855749730997013,25.283644008636475,,0.9500881979622914,27.29045680294898,25.283644008636475,26.25956843658472,24.307719580688232,9628555.8
2025-12-02,24.399999618530273,24.450000762939453,24.25,24.329999923706055,4277295,0.2877093918772111,25.232152652740478,,0.9341089500111894,28.566793668093908,25.232152652740478,26.281509964489857,24.1827953409911,9134965.4
2025-12-03,24.459999084472656,24.459999084472656,24.260000228881836,24.329999923706055,6962338,0.2458994544279225,25.191558742523192,,0.9337684299313106,31.082827840787076,25.191558742523192,26.29582338681645,24.087294098229933,9068663.8
2025-12-04,24.520000457763672,24.690000534057617,24.399999618530273,24.399999618530273,6044543,0.24530407006067012,25.142118740081788,,0.9033211539258702,35.96299785265843,25.142118740081788,26.274755518219486,24.00948196194409,9076606.5
2025-12-07,24.420000076293945,24.610000610351562,24.399999618530273,24.520000457763672,2541002,-0.407831890712973,25.094588947296142,,0.9010971907723395,27.79043102931759,25.094588947296142,26.265974609121624,23.92320328547066,9013538.65
2025-12-08,24.31999969482422,24.510000228881836,24.31999969482422,24.40999984741211,10131667,-0.40950197034111957,25.03021297454834,,0.8623972618963199,15.765715454181475,25.03021297454834,26.224205970344524,23.83621997875216,9002457.9
2025-12-09,24.34000015258789,24.350000381469727,24.25,24.31999969482422,6229202,0.0822387253891721,24.966837024688722,,0.8638671104659075,14.220169439177852,24.966837024688722,26.166352071502015,23.76732197787543,8858526.5
2025-12-10,24.31999969482422,24.350000381469727,24.25,24.34000015258789,3706074,-0.08217114888368071,24.901473903656004,,0.8614243940538495,14.903821024668062,24.901473903656004,26.091897369195927,23.711050438116082,8702944.5
2025-12-11,23.899999618530273,24.329999923706055,23.899999618530273,24.31999969482422,13270036,-1.7269740195898553,24.820046615600585,,0.9219816796117414,13.3620477034533,24.820046615600585,26.051937517527517,23.588155713673654,8911450.15
2025-12-14,23.889999389648438,23.940000534057617,23.81999969482422,23.899999618530273,8186055,-0.04184196251653116,24.751939964294433,,0.9061986481398567,15.736018984418791,24.751939964294433,26.032885877729075,23.47099405085979,8959591.95
2025-12-15,24.0,24.010000228881836,23.799999237060547,23.889999389648438,11447168,0.4604462668978737,24.676499938964845,,0.8724639206197643,29.78724267699792,24.676499938964845,25.947443097942312,23.40555677998738,8797502.95
2025-12-16,23.75,24.020000457763672,23.700000762939453,24.0,13537861,-1.041666666666663,24.571999931335448,,0.8006807178978671,25.925917204628973,24.571999931335448,25.782386802618674,23.36161306005222,8907750.15
2025-12-17,23.600000381469727,23.809999465942383,23.56999969482422,23.75,9381312,-0.6315773411801007,24.45699996948242,,0.7869564354843137,19.161749824684023,24.45699996948242,25.569192959887644,23.344806979077198,8702744.25
2025-12-18,23.649999618530273,23.739999771118164,23.59000015258789,23.600000381469727,15888714,0.2118611705608453,24.35049991607666,24.9103645324707,0.8012015459269606,22.699396553439016,24.35049991607666,25.32918822933016,23.37181160282316,9162731.7
2025-12-21,23.829999923706055,23.899999618530273,23.700000762939453,23.899999618530273,7181812,0.7611006684107746,24.261999893188477,24.903245010375976,0.8406949528724409,34.375022351709816,24.261999893188477,25.070210407308373,23.45378937906858,9302660.45
2025-12-22,23.75,23.84000015258789,23.59000015258789,23.829999923706055,12542806,-0.33571096920764765,24.187499904632567,24.88998447418213,0.8034407454308009,29.81370801025939,24.187499904632567,24.88295511797494,23.492044691290193,8734842.65
2025-12-23,23.760000228881836,23.809999465942383,23.579999923706055,23.75,7090435,0.042106226870886054,24.14699993133545,24.87652904510498,0.5839145438375678,27.564186425819585,24.14699993133545,24.843006617164367,23.450993245506535,8565859.6
2025-12-24,23.75,23.809999465942383,23.6299991607666,23.780000686645508,6462750,-0.04208850498949035,24.107999897003175,24.858530044555664,0.5845711671849729,24.50333217124178,24.107999897003175,24.801051048797603,23.414948745208747,8197716.1
2025-12-25,23.690000534057617,23.790000915527344,23.639999389648438,23.75,4262395,-0.2526293302837157,24.060999965667726,24.83281562805176,0.569281302238083,25.170104216404738,24.060999965667726,24.732146649048154,23.389853282287298,8066453.2
2025-12-28,23.510000228881836,23.719999313354492,23.5,23.690000534057617,7912333,-0.7598155386995709,24.009499931335448,24.806265296936036,0.582257916493532,23.871004261382865,24.009499931335448,24.683949978591382,23.335049884079513,8328190.25
2025-12-29,23.700000762939453,23.709999084472656,23.40999984741211,23.520000457763672,4974143,0.8081690013095111,23.97799997329712,24.785489349365236,0.6039856074444037,31.39537978389312,23.97799997329712,24.648258078751823,23.307741867842417,8101497.05
2025-12-30,23.6200008392334,23.700000762939453,23.510000228881836,23.700000762939453,6273839,-0.33755240983431856,23.939000034332274,24.76350826263428,0.5974083219598365,30.33711838308332,23.939000034332274,24.59651976504042,23.28148030362413,8201324.25
2025-12-31,23.829999923706055,23.84000015258789,23.579999923706055,23.6200008392334,6124932,0.8890731456869583,23.907500076293946,24.72716815948486,0.6364763540498657,47.77070992258836,23.907500076293946,24.518654979394956,23.296345173192936,8159453.95
2026-01-01,23.8799991607666,23.920000076293945,23.729999542236328,23.829999923706055,3362343,0.20981635426196021,23.875500011444093,24.69419723510742,0.6354281468737423,49.68943363546866,23.875500011444093,24.41436695119088,23.336633071697307,8025343.95
2026-01-04,23.5,23.889999389648438,23.420000076293945,23.8799991607666,8488413,-1.5912863237906527,23.829500007629395,24.655995597839354,0.7130073489368621,36.70210823204756,23.829500007629395,24.32823386346124,23.33076615179755,8322714.5
2026-01-05,23.40999984741211,23.549999237060547,23.290000915527344,23.5,13454531,-0.3829793727144315,23.78400001525879,24.614809341430664,0.7126009826564429,40.116259728047154,23.78400001525879,24.25983255661095,23.308167473906632,8488857.7
2026-01-06,23.440000534057617,23.600000381469727,23.360000610351562,23.399999618530273,8178206,0.12815329705704315,23.739000034332275,24.57264362335205,0.7135909334225208,45.00000000000001,23.739000034332275,24.160570633997462,23.317429434667087,8586307.9
2026-01-07,23.579999923706055,23.799999237060547,23.459999084472656,23.600000381469727,14140316,0.5972670070763186,23.702000045776366,24.532488136291505,0.7346453560729447,47.929001428819724,23.702000045776366,24.027905701000776,23.376094390551955,9108020.0
2026-01-08,23.649999618530273,23.700000762939453,23.489999771118164,23.579999923706055,6950356,0.2968604539894226,23.689500045776366,24.494127502441405,0.6394786554770168,44.303780659460585,23.689500045776366,24.002345751863835,23.376654339688898,8792036.0
2026-01-11,24.219999313354492,24.219999313354492,23.700000762939453,23.700000762939453,6785505,2.4101467400346577,23.70600004196167,24.4723002243042,0.8436881358945726,61.35265255350027,23.70600004196167,24.09007200853427,23.321928075389067,8722008.5
2026-01-12,24.260000228881836,24.3700008392334,24.110000610351562,24.219999313354492,8964945,0.16515655103792604,23.71900005340576,24.452457580566406,0.8391036114021047,61.90477055487537,23.71900005340576,24.158564139982477,23.279435966829045,8597897.35
