Stock,Last_Price,52W_High,52W_Low,Return_%,Avg_Daily_Return_%,Volatility_%,Sharpe_Ratio,Max_Daily_Loss_%,Current_RSI,Days_Analyzed
Saudi Aramco,24.26,25.96,23.29,-4.6,0.009,0.917,0.15,-2.65,61.9,67
